WINNER,CRIMINALCASES,AGE,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,"OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,GENDER,CATEGORY,EDUCATION
0,2.5,62.0,67624702,15244926.875,307870,337.0,308207,14.84745335,29.75964946,2075824.0,Maharashtra,PUNE,Mohan Joshi,INC,Hand,MALE,GENERAL,scholl level
0,1.0,35.0,18703428,0.0,64734,59.0,64793,3.121314716,6.256240018,2075824.0,Maharashtra,PUNE,Anil Narayan Jadhav,VBA,Cup & Saucer,MALE,GENERAL,scholl level
1,0.0,59.0,219403654,15244926.875,537782,539.0,538321,34.45627079,47.38223997,1562331.0,Odisha,PURI,PINAKI MISRA,BJD,Conch,MALE,GENERAL,Graduate
0,1.0,45.0,7202976,1197946.0,524504,2103.0,526607,33.70649369,46.35119054,1562331.0,Odisha,PURI,Dr Sambit Patra,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,51.0,13257059,138069.0,44599,135.0,44734,2.863285693,3.937422324,1562331.0,Odisha,PURI,SATYA PRAKASH NAYAK,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,43.0,41036294,2500000.0,632435,489.0,632924,35.85337889,54.84662332,1765312.0,Bihar,PURNIA,SANTOSH KUMAR,JD(U),Arrow,MALE,GENERAL,scholl level
0,2.0,66.0,219403654,15244926.875,369278,185.0,369463,20.92904824,32.01616307,1765312.0,Bihar,PURNIA,UDAY SINGH ALIAS PAPPU SINGH,INC,Hand,MALE,GENERAL,scholl level
0,0.0,32.0,601416,0.0,31794,1.0,31795,1.80109805,2.75522557,1765312.0,Bihar,PURNIA,SHUBHASH KUMAR THAKUR,IND,Coat,MALE,GENERAL,scholl level
0,0.0,29.0,458449,0.0,21374,0.0,21374,1.210777472,1.8521840330000001,1765312.0,Bihar,PURNIA,SAGEER AHMAD,IND,Pan,MALE,GENERAL,Illiterate
0,1.0,49.0,61497000,700000.0,16478,59.0,16537,0.936774916,1.4330292580000001,1765312.0,Bihar,PURNIA,JITENDRA URAB,BSP,Elephant,MALE,ST,Graduate
1,2.0,34.0,2250540,456100.0,666016,2091.0,668107,40.5925934,49.27547883,1645884.0,West Bengal,PURULIA,JYOTIRMAY SINGH MAHATO,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,56.0,17024599,1716993.0,462785,590.0,463375,28.15356368,34.175700899999995,1645884.0,West Bengal,PURULIA,Dr. MRIGANKA MAHATO,AITC,Flowers and Grass,MALE,GENERAL,Graduate
0,2.5,58.0,5330178,609500.0,84366,111.0,84477,5.13262174,6.2305059289999996,1645884.0,West Bengal,PURULIA,NEPAL MAHATA,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,73.0,17909890,0.0,68293,141.0,68434,4.15788719,5.047272545,1645884.0,West Bengal,PURULIA,BIR SINGH MAHATO,AIFB,Lion,MALE,GENERAL,Post Graduate/Doctorate
1,1.0,69.0,33791375,1146627.0,574081,3706.0,577787,34.83431323,57.77090093,1658672.0,Bihar,PURVI CHAMPARAN,RADHA MOHAN SINGH,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,27.0,0,0.0,281500,2639.0,284139,17.13051164,28.41006464,1658672.0,Bihar,PURVI CHAMPARAN,AAKASH KUMAR SINGH,BLSP,Ceiling Fan,MALE,GENERAL,Illiterate
0,1.0,30.0,2595500,77904.0,17736,5.0,17741,1.069590612,1.773860529,1658672.0,Bihar,PURVI CHAMPARAN,Satyam Yadav,BNDl,Ganna Kisan,MALE,GENERAL,scholl level
0,0.0,42.0,210000,0.0,14023,4.0,14027,0.8456765409999999,1.402510661,1658672.0,Bihar,PURVI CHAMPARAN,Shobha Devi,SSD,Saw,FEMALE,GENERAL,scholl level
0,1.0,34.0,2597200,0.0,12060,20.0,12080,0.728293478,1.2078369420000001,1658672.0,Bihar,PURVI CHAMPARAN,Sachin Paswan,RAHIS,Helicopter,MALE,SC,scholl level
0,1.0,55.0,219403654,367711.0,10206,68.0,10274,0.619411192,1.02726132,1658672.0,Bihar,PURVI CHAMPARAN,Prabhakar Jaiswal,CPI(M),Ears of Corn And Sickle,MALE,GENERAL,scholl level
1,1.0,72.0,118263916,0.0,533687,1231.0,534918,31.42421081,55.77744828,1702248.0,Uttar Pradesh,RAE BARELI,SONIA GANDHI,INC,Hand,FEMALE,GENERAL,Illiterate
0,2.5,51.0,29676192,972748.0,365839,1901.0,367740,21.60319765,38.34531429,1702248.0,Uttar Pradesh,RAE BARELI,DINESH PRATAP SINGH,BJP,Lotus,MALE,GENERAL,Graduate
1,0.0,62.0,30638375,678532.0,596804,1533.0,598337,31.03079342,53.18730766,1928204.0,Karnataka,RAICHUR,RAJA AMARESHWARA NAIK,BJP,Lotus,MALE,ST,Graduate
0,1.0,53.0,101129729,5703400.0,479959,662.0,480621,24.92583772,42.72330977,1928204.0,Karnataka,RAICHUR,B. V NAIK,INC,Hand,MALE,ST,Graduate
0,0.0,37.0,1706000,0.0,13812,18.0,13830,0.71724776,1.229374859,1928204.0,Karnataka,RAICHUR,B. VENKANAGOUDA NAYAKA,BSP,Elephant,MALE,ST,Graduate
1,0.0,64.0,127487277,3221073.0,484563,2405.0,486968,29.4602729,47.38965125,1652965.0,Maharashtra,RAIGAD,Tatkare Sunil Dattatray,NCP,Clock,MALE,GENERAL,Illiterate
0,0.0,67.0,54422110,15244926.875,452942,2588.0,455530,27.55835725,44.33023902,1652965.0,Maharashtra,RAIGAD,Anant Geete,SHS,Bow and Arrow,MALE,GENERAL,scholl level
0,0.0,61.0,11042707,519330.0,23042,154.0,23196,1.403296501,2.257335904,1652965.0,Maharashtra,RAIGAD,Suman Bhaskar Koli,VBA,Cup & Saucer,FEMALE,GENERAL,scholl level
0,0.0,50.0,2862500,0.0,12264,1.0,12265,0.7419999820000001,1.19357755,1652965.0,Maharashtra,RAIGAD,Subhash Janardan Patil,IND,Air Conditioner,MALE,GENERAL,scholl level
1,2.0,48.0,6139123,823416.0,509862,1790.0,511652,31.95388516,40.03298708,1601220.0,West Bengal,RAIGANJ,DEBASREE CHAUDHURI,BJP,Lotus,FEMALE,GENERAL,Post Graduate/Doctorate
0,2.5,64.0,20695117,0.0,449269,1809.0,451078,28.17089469,35.29351932,1601220.0,West Bengal,RAIGANJ,AGARWAL KANAIALAL,AITC,Flowers and Grass,MALE,GENERAL,Post Graduate/Doctorate
0,1.0,61.0,9690051,619755.0,181310,725.0,182035,11.368519000000001,14.24289322,1601220.0,West Bengal,RAIGANJ,MD. SALIM,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
0,2.5,58.0,15615375,0.0,83460,202.0,83662,5.224891021,6.545933106000001,1601220.0,West Bengal,RAIGANJ,DEEPA DASMUNSI,INC,Hand,FEMALE,GENERAL,Post Graduate/Doctorate
1,0.0,43.0,7043539,0.0,656939,1396.0,658335,37.97053302,48.73880337,1733805.0,Chhattisgarh,RAIGARH,GOMATI SAI,BJP,Lotus,FEMALE,ST,scholl level
0,1.0,42.0,7254977,2080854.0,590690,1618.0,592308,34.16231929,43.85059756,1733805.0,Chhattisgarh,RAIGARH,LALJEET SINGH RATHIA,INC,Hand,MALE,ST,Post Graduate/Doctorate
0,0.0,58.0,7697000,1475000.0,26491,105.0,26596,1.5339671990000001,1.968993316,1733805.0,Chhattisgarh,RAIGARH,INNOCENT KUJUR,BSP,Elephant,MALE,ST,Graduate
1,0.0,57.0,46068126,2482214.0,836211,1691.0,837902,39.67831237,59.97257258,2111738.0,Chhattisgarh,RAIPUR,Sunil Kumar Soni,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,53.0,64682454,7605574.0,488515,1149.0,489664,23.18772499,35.04754706,2111738.0,Chhattisgarh,RAIPUR,Pramod Dubey,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,2.0,36.0,219403654,15244926.875,578471,3553.0,582024,37.93525983,46.54374932,1534256.0,Andhra Pradesh,RAJAHMUNDRY,MARGANI BHARAT,YSRCP,Ceiling Fan,MALE,GENERAL,Graduate
0,0.0,45.0,219403654,15244926.875,459100,1290.0,460390,30.00737817,36.81682671,1534256.0,Andhra Pradesh,RAJAHMUNDRY,MAGANTI ROOPA,TDP,Bicycle,FEMALE,GENERAL,Graduate
0,0.0,55.0,219403654,15244926.875,155164,643.0,155807,10.1552153,12.45969573,1534256.0,Andhra Pradesh,RAJAHMUNDRY,AKULA SATYANARAYANA,JnP,Glass Tumbler,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,55.0,562700,261693.0,12678,47.0,12725,0.829392227,1.017602728,1534256.0,Andhra Pradesh,RAJAHMUNDRY,NALLURI VIJAYA SRINIVASA RAO,INC,Hand,MALE,GENERAL,scholl level
1,2.5,42.0,219403654,15244926.875,695277,3718.25,702211,45.39360983,57.26949024,1546938.0,Andhra Pradesh,RAJAMPET,P.V.MIDHUN REDDY,YSRCP,Ceiling Fan,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,68.0,219403654,15244926.875,429710,3718.25,433927,28.05070404,35.38933183,1546938.0,Andhra Pradesh,RAJAMPET,D A SATHYA PRABHA,TDP,Bicycle,FEMALE,GENERAL,scholl level
0,0.0,42.0,600000,1200000.0,33833,153.0,33986,2.19698527,2.77176076,1546938.0,Andhra Pradesh,RAJAMPET,SYED MUKARRAM,JnP,Glass Tumbler,MALE,GENERAL,scholl level
0,2.0,48.0,27400500,5600000.0,20959,191.0,21150,1.367217044,1.7249084940000001,1546938.0,Andhra Pradesh,RAJAMPET,M.SHAJAHAN BASHA (JAHA),INC,Hand,MALE,GENERAL,scholl level
1,0.0,58.0,40198295,3921362.0,822225,1599.0,823824,48.62243401,65.33463396,1694329.0,Madhya Pradesh,RAJGARH,RODMAL NAGAR,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,50.0,23174475,5353782.0,392160,645.0,392805,23.18351395,31.15200685,1694329.0,Madhya Pradesh,RAJGARH,MONA SUSTANI,INC,Hand,FEMALE,GENERAL,Graduate
1,0.0,67.0,68818120,15244926.875,755296,3349.0,758645,40.26053698,63.41594918,1884339.0,Gujarat,RAJKOT,KUNDARIA MOHANBHAI KALYANJIBHAI,BJP,Lotus,MALE,GENERAL,scholl level
0,2.0,61.0,97582897,15244926.875,388405,1833.0,390238,20.70954324,32.62041294,1884339.0,Gujarat,RAJKOT,KAGATHARA LALITBHAI,INC,Hand,MALE,GENERAL,Graduate
0,2.5,48.0,535000,0.0,15288,100.0,15388,0.8166258829999999,1.286299423,1884339.0,Gujarat,RAJKOT,VIJAY PARMAR,BSP,Elephant,MALE,SC,scholl level
1,0.0,36.0,12919555,2743560.0,506589,1241.0,507830,34.91593992,48.46385896,1454436.0,Jharkhand,RAJMAHAL,VIJAY KUMAR HANSDAK,JMM,Bow & Arrow,MALE,ST,scholl level
0,0.0,63.0,56991946,15244926.875,407626,1009.0,408635,28.09577046,38.99735936,1454436.0,Jharkhand,RAJMAHAL,HEMLAL MURMU,BJP,Lotus,MALE,ST,Graduate
0,0.0,56.0,2402310,10000.0,35577,9.0,35586,2.446721616,3.396087047,1454436.0,Jharkhand,RAJMAHAL,GOPIN SOREN,CPI(M),"Hammer, Sickle and Star",MALE,ST,Graduate
0,0.0,32.0,4946922,950000.0,17400,27.0,17427,1.198196414,1.66311496,1454436.0,Jharkhand,RAJMAHAL,MONIKA KISKU,AITC,Flowers and Grass,FEMALE,ST,Graduate
0,0.0,65.0,872228,0.0,12128,2.0,12130,0.8340002590000001,1.157605122,1454436.0,Jharkhand,RAJMAHAL,MANDAL HANSDA,IND,Bat,MALE,ST,scholl level
1,0.0,51.0,24861970,1519820.0,660956,1431.0,662387,38.59031879,50.64593181,1716459.0,Chhattisgarh,RAJNANDGAON,SANTOSH PANDEY,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,60.0,12428558,657124.0,549410,1011.0,550421,32.06723843,42.08504157,1716459.0,Chhattisgarh,RAJNANDGAON,BHOLA RAM SAHU,INC,Hand,MALE,GENERAL,scholl level
0,0.0,45.0,3892830,23000.0,17105,40.0,17145,0.9988586970000001,1.310902087,1716459.0,Chhattisgarh,RAJNANDGAON,RAVITA LAKRA (DHRUV),BSP,Elephant,FEMALE,SC,Post Graduate/Doctorate
1,0.0,48.0,165984623,0.0,858690,3718.25,863039,45.11652659,69.55235452,1912911.0,Rajasthan,RAJSAMAND,Diya Kumari,BJP,Lotus,FEMALE,GENERAL,Illiterate
0,1.0,76.0,219403654,15244926.875,309748,1375.0,311123,16.26437404,25.07341753,1912911.0,Rajasthan,RAJSAMAND,Devkinandan (Kaka),INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,45.0,7374000,8851.0,15916,39.0,15955,0.834069123,1.285814217,1912911.0,Rajasthan,RAJSAMAND,Chenaram,BSP,Elephant,MALE,GENERAL,Graduate
0,0.0,44.0,300000,0.0,12885,2.0,12887,0.673685289,1.03856395,1912911.0,Rajasthan,RAJSAMAND,Chandra Prakash Tanwar,APoI,Coat,MALE,SC,scholl level
1,1.0,39.0,219403654,15244926.875,467585,2358.0,469943,30.12957288,44.04657131,1559740.0,Tamil Nadu,RAMANATHAPURAM,K. NAVASKANI,IUML,Ladder,MALE,GENERAL,scholl level
0,1.0,59.0,194674653,15244926.875,341304,1517.0,342821,21.97936836,32.13174709,1559740.0,Tamil Nadu,RAMANATHAPURAM,NAINAR NAGENTHRAN,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,38.0,49057656,6103249.0,141195,611.0,141806,9.091643479,13.29111848,1559740.0,Tamil Nadu,RAMANATHAPURAM,"V.D.N. ANANDH. B.E.,",IND,Gift Pack,MALE,GENERAL,Graduate
0,0.0,37.0,955530,350000.0,46125,260.0,46385,2.973893085,4.34754898,1559740.0,Tamil Nadu,RAMANATHAPURAM,T. BHUVANESWARI,NTK,Ganna Kisan,FEMALE,GENERAL,Graduate
0,0.0,30.0,2636018,0.0,14802,123.0,14925,0.9568902509999999,1.3988825809999998,1559740.0,Tamil Nadu,RAMANATHAPURAM,VIJAYA BASKAR,MNM,Battery Torch,MALE,GENERAL,Graduate
1,2.5,64.0,46124814,0.0,559018,159.0,559177,33.2941353,52.69100805,1679506.0,Uttar Pradesh,RAMPUR,Mohammad Azam Khan,SP,Bicycle,MALE,GENERAL,Graduate
0,0.0,57.0,219403654,15244926.875,448630,550.0,449180,26.744769,42.32603808,1679506.0,Uttar Pradesh,RAMPUR,Jayaprada Nahata,BJP,Lotus,FEMALE,GENERAL,scholl level
0,0.0,56.0,97199000,5525000.0,34965,44.0,35009,2.084481985,3.2988830030000003,1679506.0,Uttar Pradesh,RAMPUR,Sanjay Kapoor,INC,Hand,MALE,GENERAL,Graduate
1,0.0,53.0,95603165,4228793.0,594827,2299.0,597126,31.05560537,49.85168704,1922764.0,Maharashtra,RAMTEK,Krupal Balaji Tumane,SHS,Bow and Arrow,MALE,SC,Graduate
0,0.0,61.0,76190424,259920.0,468738,1605.0,470343,24.46181643,39.26707603,1922764.0,Maharashtra,RAMTEK,Kishore Uttamrao Gajbhiye,INC,Hand,MALE,SC,Post Graduate/Doctorate
0,0.0,29.0,950000,0.0,44242,85.0,44327,2.305379131,3.700685838,1922764.0,Maharashtra,RAMTEK,Subhash Dharamdas Gajbhiye,BSP,Elephant,MALE,SC,scholl level
0,0.0,58.0,8100000,0.0,36218,122.0,36340,1.889987539,3.0338828110000002,1922764.0,Maharashtra,RAMTEK,Kiran Premkumar Rodge (Patankar),VBA,Cup & Saucer,FEMALE,SC,scholl level
1,1.0,56.0,17622476,0.0,779767,3486.0,783253,44.44614051,52.75152091,1762252.0,West Bengal,RANAGHAT,JAGANNATH SARKAR,BJP,Lotus,MALE,SC,Graduate
0,0.0,25.0,7370951,1727897.0,548736,1089.0,549825,31.20013483,37.03031458,1762252.0,West Bengal,RANAGHAT,RUPALI BISWAS,AITC,Flowers and Grass,FEMALE,SC,Graduate
0,1.0,56.0,3211830,0.0,97462,309.0,97771,5.548071445,6.584805869,1762252.0,West Bengal,RANAGHAT,BISWAS RAMA,CPI(M),"Hammer, Sickle and Star",FEMALE,SC,Post Graduate/Doctorate
0,0.0,56.0,3197168,777679.0,23178,119.0,23297,1.3220016209999998,1.5690360369999998,1762252.0,West Bengal,RANAGHAT,MINATI BISWAS,INC,Hand,FEMALE,SC,Graduate
1,0.0,60.0,14044267,100000.0,703983,2527.0,706510,36.8750062,57.17886006,1915959.0,Jharkhand,RANCHI,SANJAY SETH,BJP,Lotus,MALE,GENERAL,Graduate
0,1.0,67.0,73566185,11873779.0,422600,1130.0,423730,22.11581772,34.29307211,1915959.0,Jharkhand,RANCHI,SUBODH KANT SAHAY,INC,Hand,MALE,GENERAL,Graduate
0,0.0,77.0,45998584,0.0,29396,143.0,29539,1.5417344530000001,2.390633321,1915959.0,Jharkhand,RANCHI,RAM TAHAL CHOUDHARY,IND,Football,MALE,GENERAL,scholl level
1,0.0,62.0,42072262,4890940.0,694243,1860.0,696103,37.60458578,49.67427489,1851112.0,Madhya Pradesh,RATLAM,GUMAN SINGH DAMOR,BJP,Lotus,MALE,ST,Graduate
0,1.0,68.0,90679618,904000.0,604409,1058.0,605467,32.70828561,43.20644243,1851112.0,Madhya Pradesh,RATLAM,KANTILAL BHURIA,INC,Hand,MALE,ST,Post Graduate/Doctorate
0,2.5,28.0,62500,0.0,14704,80.0,14784,0.7986550790000001,1.0549939879999999,1851112.0,Madhya Pradesh,RATLAM,KAMLESHWAR BHIL,BTP,Auto- Rickshaw,MALE,ST,Graduate
1,2.5,65.0,50660534,2830000.0,456013,2009.0,458022,31.46669671,50.75851522,1455577.0,Maharashtra,RATNAGIRI - SINDHUDURG,Vinayak Raut,SHS,Bow and Arrow,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,38.0,219403654,15244926.875,278626,1074.0,279700,19.21574743,30.99666983,1455577.0,Maharashtra,RATNAGIRI - SINDHUDURG,Nilesh Narayan Rane,MSHP,Refrigerator,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,62.0,124520857,15244926.875,63013,286.0,63299,4.348722191,7.0148666539999995,1455577.0,Maharashtra,RATNAGIRI - SINDHUDURG,Navinchandra Bhalchandra Bandivadekar,INC,Hand,MALE,GENERAL,scholl level
0,0.0,74.0,3493826,0.0,30639,243.0,30882,2.121632864,3.4223781110000004,1455577.0,Maharashtra,RATNAGIRI - SINDHUDURG,Maruti Ramchandra Joshi,VBA,Whistle,MALE,GENERAL,scholl level
0,0.0,28.0,316000,0.0,17667,1.0,17668,1.213814178,1.95798771,1455577.0,Maharashtra,RATNAGIRI - SINDHUDURG,Nilesh Bhikaji Bhatade,IND,Almirah,MALE,GENERAL,Graduate
0,0.0,32.0,202000,0.0,9563,2.0,9565,0.657127723,1.0600041,1455577.0,Maharashtra,RATNAGIRI - SINDHUDURG,Rajesh Dilipkumar Jadhav,BARESP,Air Conditioner,MALE,SC,Graduate
1,0.0,31.0,172713734,0.0,652212,3174.0,655386,36.92209407,59.77012543,1775051.0,Maharashtra,RAVER,Khadse Raksha Nikhil,BJP,Lotus,FEMALE,GENERAL,Graduate
0,1.0,59.0,198503281,4508413.0,318740,764.0,319504,17.99970818,29.13823938,1775051.0,Maharashtra,RAVER,Dr.Ulhas Vasudeo Patil,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,39.0,8901000,4450000.0,88108,257.0,88365,4.978166825,8.058742685,1775051.0,Maharashtra,RAVER,Nitin Pralhad Kandelkar,VBA,Cup & Saucer,MALE,GENERAL,scholl level
1,0.0,62.0,20359750,580627.0,580769,3000.0,583769,34.75779591,57.53504719,1679534.0,Madhya Pradesh,REWA,JANARDAN MISHRA,BJP,Lotus,MALE,GENERAL,Graduate
0,0.0,34.0,30182893,1325755.0,270519,442.0,270961,16.13310597,26.70534736,1679534.0,Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",INC,Hand,MALE,GENERAL,Graduate
0,0.0,36.0,15156991,3100000.0,91012,97.0,91109,5.424659459,8.979511784,1679534.0,Madhya Pradesh,REWA,VIKASH SINGH PATEL,BSP,Elephant,MALE,GENERAL,Graduate
0,0.0,49.0,3498413,265000.0,10401,22.0,10423,0.620588806,1.027269,1679534.0,Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,CPI(M),"Hammer, Sickle and Star",MALE,GENERAL,Post Graduate/Doctorate
1,0.0,66.0,23048078,684133.0,447691,223.0,447914,25.9880548,45.29856271,1723538.0,Uttar Pradesh,ROBERTSGANJ,PAKAURI LAL KOL,ADAL,Cup & Saucer,MALE,SC,scholl level
0,1.0,67.0,20813273,640631.0,393304,274.0,393578,22.83546983,39.80343931,1723538.0,Uttar Pradesh,ROBERTSGANJ,BHAI LAL,SP,Bicycle,MALE,SC,scholl level
0,0.0,64.0,26146670,4105250.0,35222,47.0,35269,2.046314035,3.566834277,1723538.0,Uttar Pradesh,ROBERTSGANJ,BHAGWATI PRASAD CHAUDHARI,INC,Hand,MALE,SC,Graduate
0,0.0,28.0,1696772,0.0,18333,5.0,18338,1.06397422,1.854563695,1723538.0,Uttar Pradesh,ROBERTSGANJ,ANUJ KUMAR KANAUJIA,BLRP,BUCKET,MALE,SC,Post Graduate/Doctorate
0,0.0,55.0,2925000,0.0,17445,21.0,17466,1.0133806159999998,1.76637635,1723538.0,Uttar Pradesh,ROBERTSGANJ,ASHOK KUMAR KANAUJIYA,CPI(M),Ears of Corn And Sickle,MALE,SC,Graduate
0,0.0,64.0,12713261,105801.0,11029,3.0,11032,0.640078722,1.11569128,1723538.0,Uttar Pradesh,ROBERTSGANJ,S R DARAPURI,AIPF,Cot,MALE,SC,Graduate
1,0.0,56.0,41079284,15244926.875,566242,3718.25,573845,33.03402791,46.84471924,1737133.0,Haryana,ROHTAK,ARVIND KUMAR SHARMA,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,41.0,219403654,15244926.875,563606,2736.0,566342,32.60210934,46.23222644,1737133.0,Haryana,ROHTAK,DEEPENDER SINGH HOODA,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,51.0,10638347,0.0,38163,201.0,38364,2.208466479,3.1317704410000005,1737133.0,Haryana,ROHTAK,KISHAN LAL PANCHAL,BSP,Elephant,MALE,GENERAL,scholl level
0,2.5,32.0,5150821,0.0,21050,161.0,21211,1.221034889,1.731518685,1737133.0,Haryana,ROHTAK,PRADEEP KUMAR DESWAL,JNJP,Chappals,MALE,GENERAL,Post Graduate/Doctorate
1,0.0,67.0,23997443,0.0,696497,3718.25,701983,38.96189024,57.49350111,1801717.0,Gujarat,SABARKANTHA,RATHOD DIPSINH SHANKARSINH,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,46.0,22687227,800000.0,428836,3718.25,432997,24.03246459,35.46312874,1801717.0,Gujarat,SABARKANTHA,THAKOR RAJENDRASINH SHIVSINH,INC,Hand,MALE,GENERAL,Graduate
0,0.0,38.0,590918,0.0,17154,21.0,17175,0.953257365,1.4066592519999999,1801717.0,Gujarat,SABARKANTHA,RAVAL RAJUBHAI PUNJABHAI,IND,Gas Cylinder,MALE,GENERAL,scholl level
1,1.0,51.0,16416828,547428.0,645338,893.0,646231,40.81985738,62.28516408,1583129.0,Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,65.0,116106237,869967.0,340335,354.0,340689,21.51997721,32.83635459,1583129.0,Madhya Pradesh,SAGAR,PRABHU SINGH THAKUR,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
0,0.0,47.0,4225000,300000.0,20327,36.0,20363,1.286250205,1.962630694,1583129.0,Madhya Pradesh,SAGAR,RAJKUMAR YADAV,BSP,Elephant,MALE,GENERAL,scholl level
1,0.0,67.0,46146135,60000.0,513268,871.0,514139,29.56381585,41.7172304,1739082.0,Uttar Pradesh,SAHARANPUR,HAJI FAZLUR REHMAN,BSP,Elephant,MALE,GENERAL,Graduate
0,2.0,44.0,47543994,0.0,489942,1780.0,491722,28.27480245,39.89831537,1739082.0,Uttar Pradesh,SAHARANPUR,RAGHAV LAKHANPAL,BJP,Lotus,MALE,GENERAL,Post Graduate/Doctorate
0,2.5,48.0,50597337,0.0,206908,160.0,207068,11.9067416,16.80149427,1739082.0,Uttar Pradesh,SAHARANPUR,IMRAN MASOOD,INC,Hand,MALE,GENERAL,scholl level
1,2.5,49.0,60045532,4039841.0,602453,3718.25,606302,37.59984422,48.25977251,1612512.0,Tamil Nadu,SALEM,PARTHIBAN.S.R,DMK,Rising Sun,MALE,GENERAL,Graduate
0,0.0,44.0,15055729,0.0,458118,1258.0,459376,28.4882221,36.56491527,1612512.0,Tamil Nadu,SALEM,SARAVANAN.K.R.S,AIADMK,Two Leaves,MALE,GENERAL,Graduate
0,0.0,28.0,2750000,900000.0,58472,190.0,58662,3.637926415,4.669314591,1612512.0,Tamil Nadu,SALEM,PRABHU MANIKANDAN.M,MNM,Battery Torch,MALE,GENERAL,Graduate
0,2.5,57.0,9748974,100000.0,52252,80.0,52332,3.245371197,4.16546608,1612512.0,Tamil Nadu,SALEM,SELVAM.S.K,IND,Gift Pack,MALE,GENERAL,scholl level
0,2.5,57.0,15668882,0.0,33741,149.0,33890,2.101689786,2.697539659,1612512.0,Tamil Nadu,SALEM,RASA.A,NTK,Ganna Kisan,MALE,GENERAL,scholl level
1,0.0,55.0,27031724,249400.0,464629,3311.0,467940,28.06603802,50.63732211,1667282.0,Uttar Pradesh,SALEMPUR,RAVINDER,BJP,Lotus,MALE,GENERAL,scholl level
0,0.0,62.0,115246002,265057.0,352381,2944.0,355325,21.31163175,38.45088362,1667282.0,Uttar Pradesh,SALEMPUR,R S KUSHWAHA,BSP,Elephant,MALE,GENERAL,Illiterate
0,0.0,54.0,6310007,0.0,33552,16.0,33568,2.0133366759999998,3.6325033739999997,1667282.0,Uttar Pradesh,SALEMPUR,RAJARAM,SBSP,Walking Stick,MALE,GENERAL,scholl level
0,1.0,61.0,13088751,903849.0,27045,318.0,27363,1.641174079,2.961039973,1667282.0,Uttar Pradesh,SALEMPUR,RAJESH KUMAR MISHRA,INC,Hand,MALE,GENERAL,Post Graduate/Doctorate
1,2.5,58.0,17375975,999057.0,561460,983.0,562443,33.49809116,55.15385317,1679030.0,Bihar,SAMASTIPUR (SC),Ramchandra Paswan,LJP,Bungalow,MALE,SC,scholl level
0,0.0,64.0,20396690,0.0,310016,784.0,310800,18.51068772,30.47743072,1679030.0,Bihar,SAMASTIPUR (SC),Dr. Ashok Kumar,INC,Hand,MALE,SC,Graduate
0,0.0,46.0,593059,0.0,29392,0.0,29392,1.750534535,2.882215713,1679030.0,Bihar,SAMASTIPUR (SC),Vidya Nand Ram,WAP,Boat with Man and Sail,MALE,SC,Post Graduate/Doctorate
0,0.0,37.0,1432734,445000.0,22170,17.0,22187,1.321417723,2.175684541,1679030.0,Bihar,SAMASTIPUR (SC),Suraj Kumar Das,IND,Auto- Rickshaw,MALE,SC,Post Graduate/Doctorate
0,1.0,25.0,1628121,51000.0,14099,15.0,14114,0.840604397,1.38403622,1679030.0,Bihar,SAMASTIPUR (SC),Asha Devi,AAM,CHAPATI ROLLER,FEMALE,SC,scholl level
0,0.0,40.0,2540500,20000.0,11681,37.0,11718,0.697902956,1.1490815090000002,1679030.0,Bihar,SAMASTIPUR (SC),Mantesh Kumar,BSP,Elephant,MALE,SC,Graduate
